titulo,endereco,preco,area,quartos,banheiros,vagas,bairro,latitude,longitude,dist_escola,qtd_escola_500m,dist_hospital,qtd_hospital_500m,dist_parque,qtd_parque_500m,dist_farmacia,qtd_farmacia_500m,score_educacao,score_lazer,score_saude
Apartamento em Jardim Carvalho,"Rua do Rosario, 2961 - Jardim Carvalho",312359,88,3,2,1,Jardim Carvalho,-25.073044062493786,-50.15915079004555,418.9234056695299,1,1653.274681372702,0,395.6364314533436,1,641.4455914884194,0,2.4270666712552136,2.5176079411025585,0.5703612848712696
Apartamento em Neves,"Rua do Rosario, 178 - Neves",94890,38,1,1,0,Neves,-25.048269301577164,-50.13688884418933,376.95154824890767,3,859.8913484774152,0,636.6403342809209,0,2085.791462079722,0,3.5966490279178798,1.357514588141797,1.0417845744585628
Apartamento em Centro,"Rua Comendador Miró, 2372 - Centro",921397,127,4,3,2,Centro,-25.090197624318847,-50.16884948974649,310.9635870373476,1,219.3532681149881,1,551.4634414755907,0,487.5576629553974,1,2.9333056055137114,1.535005552629262,3.631328531261294
Apartamento em Boa Vista,"Rua do Rosario, 1716 - Boa Vista",127777,55,2,1,1,Boa Vista,-25.057437935472837,-50.15825380624992,296.59780808657763,2,533.1011180545808,0,523.1006270266547,0,361.96474519970764,1,3.521446108904614,1.6048772166573706,1.5795265108247498
Apartamento em Centro,"Rua Comendador Miró, 2244 - Centro",207190,39,1,1,0,Centro,-25.09339736363242,-50.16738168043068,270.41205879633617,1,589.27266589752,0,221.83992771507403,1,479.7510931906744,1,3.199696125578434,3.607134677476386,1.4508046662460838
Apartamento em Contorno,"Rua Paula Xavier, 1988 - Contorno",101299,44,1,1,0,Contorno,-25.1217136744306,-50.20618743254106,384.64744436732144,2,2217.5972864919513,0,856.3523267454802,0,5495.32462837323,0,3.063355562114726,1.045639741791663,0.43148134744050276
Apartamento em Ronda,"Rua Comendador Miró, 1673 - Ronda",84935,50,2,1,1,Ronda,-25.103473904981183,-50.186861965166976,295.2306281380834,1,1475.379680328993,0,1568.971696259192,0,2724.867091323224,0,3.0301682835436172,0.5991713354045398,0.6347676134753534
Apartamento em Contorno,"Rua Comendador Miró, 255 - Contorno",259917,66,2,1,1,Contorno,-25.11855279457117,-50.20207789038421,364.6388328498778,2,1815.3288324788045,0,665.4335005243719,0,4952.53258725562,0,3.1522092629805964,1.3064492203632776,0.5221035589517061
Apartamento em Estrela,"Av. Carlos Cavalcanti, 1912 - Estrela",231376,79,2,2,1,Estrela,-25.105734914795026,-50.15502220259418,357.9774294215613,1,611.8913781883007,0,380.9726831975319,2,1361.1842902207513,0,2.6835137187066813,3.079120155747613,1.404708682587096
Apartamento em Orfãs,"Av. Vicente Machado, 1290 - Orfãs",431143,88,2,2,1,Orfãs,-25.07070022249813,-50.17768179481713,274.81196062416893,2,1708.6453898117297,0,470.2373843970046,1,1473.5656930588482,0,3.6680045064055973,2.2536556307290274,0.5528999800807247
Apartamento em Neves,"Rua Paula Xavier, 1643 - Neves",112098,44,1,1,0,Neves,-25.046792168339724,-50.13937640793127,196.0411674464198,3,1075.1539444833163,0,930.3274538825004,0,1921.45366919389,0,4.877908581518444,0.9705652278135268,0.8509523409204682
Apartamento em Jardim Carvalho,"Rua do Rosario, 2310 - Jardim Carvalho",634970,105,3,2,2,Jardim Carvalho,-25.07646600352171,-50.15565427822786,110.00405158434059,1,1537.8733789349099,0,311.17635070539063,3,157.5562025922337,1,5.261812891016467,3.9320464887741164,0.610547807212233
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 511 - Nova Russia",212266,66,2,1,1,Nova Russia,-25.082495573428428,-50.17937884308176,394.7874792433683,3,496.1067864017501,1,357.85572532558126,1,1342.3703112537883,0,3.521069735897936,2.6840941254778454,2.1775517789962606
Apartamento em Boa Vista,"Av. Vicente Machado, 406 - Boa Vista",153623,46,1,1,0,Boa Vista,-25.0633311874393,-50.16329669149898,620.32665988646,0,517.8263467574443,0,804.3271112859574,0,1189.8080748705781,0,1.3882590436922366,1.1057945598667227,1.6185777852439098
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 2530 - Oficinas",337217,70,2,2,1,Oficinas,-25.119465115539693,-50.14659196093507,320.81590521737246,1,1068.9759008137582,0,427.28294876926077,1,3033.014641853397,0,2.8763360357861236,2.3965149590634693,0.8554496284344877
Apartamento em Vila Estrela,"Av. Vicente Machado, 1351 - Vila Estrela",551676,68,2,1,1,Vila Estrela,-25.108170319161843,-50.15111503627092,325.198743469076,1,1080.0114829077586,0,388.01441758264104,1,1698.4799025681646,0,2.851841380906452,2.549119788209246,0.8474493803533351
Apartamento em Neves,"Av. Vicente Machado, 2050 - Neves",221659,57,3,1,1,Neves,-25.047604917721497,-50.13896681744221,186.6351045814543,3,976.4025959764383,0,839.6211504964031,0,1919.4877692113962,0,4.988756206118591,1.0642587169006346,0.929020427615068
Apartamento em Jardim Sabara,"Rua Paula Xavier, 2047 - Jardim Sabara",93006,47,1,1,0,Jardim Sabara,-25.04161626388755,-50.17600910020901,794.9220437380488,0,2284.6656032879614,0,1680.0732985619613,0,2455.9884634862055,0,1.1174157648671221,0.5617746195102492,0.41934600751619283
Apartamento em Centro,"Av. Carlos Cavalcanti, 2080 - Centro",479064,106,4,2,2,Centro,-25.090102564261795,-50.16336523866021,409.80172103673783,2,194.64289805380636,1,468.173361517785,1,70.5274282518239,3,2.961546928414424,2.2600261957524,3.893938922693411
Apartamento em Santo Antonio,"Av. Vicente Machado, 2399 - Santo Antonio",131322,45,1,1,0,Santo Antonio,-25.05585346854513,-50.12018128834517,1232.064832039056,0,1591.4159905141557,0,1231.1884746758778,0,3645.5506879216896,0,0.7507142114616536,0.7512084269235303,0.591220613739155
Apartamento em Chapada,"Rua Paula Xavier, 2037 - Chapada",255493,103,4,2,2,Chapada,-25.03426420714426,-50.17083886691917,1171.7373413230891,0,2816.753506801997,0,2391.2014595359947,0,2698.7431768927468,0,0.7863258925460352,0.4014127384889449,0.34284693501454827
Apartamento em Santa Paula,"Rua Balduino Taques, 450 - Santa Paula",240686,62,2,1,1,Santa Paula,-25.130328475404507,-50.179803820587416,380.8250225515381,2,2638.6513453605776,0,1143.104782409039,0,4567.957284121023,0,3.0797586504408954,0.8044374168218378,0.36514323069785926
Apartamento em Vila Estrela,"Rua Paula Xavier, 2989 - Vila Estrela",475358,94,4,2,1,Vila Estrela,-25.1151858658709,-50.15472978572205,147.53959358512782,1,1248.2945033425242,0,235.9471830324461,1,2412.1170547676984,0,4.539757783863793,3.4766583871114616,0.7416777250970943
Apartamento em Chapada,"Rua Paula Xavier, 195 - Chapada",119632,40,1,1,0,Chapada,-25.039323400678857,-50.16702338562149,620.495913352359,0,2183.0618834935967,0,1736.7322855190987,0,2017.7547389313543,0,1.387932924348107,0.5444451583303983,0.4380082761794331
Apartamento em Jardim America,"Rua do Rosario, 807 - Jardim America",75705,33,2,1,0,Jardim America,-25.109398183181185,-50.1298106486109,311.72715611586455,1,992.6383475018458,0,1327.0435668974276,0,2966.0698204236505,0,2.9287929157594577,0.7007494537634376,0.9152159104486406
Apartamento em Chapada,"Rua Balduino Taques, 1592 - Chapada",186078,66,2,1,1,Chapada,-25.04172568710508,-50.171816758918034,440.63971524789804,1,2067.944397529304,0,1625.4912072617597,0,2121.8362713773236,0,2.349660636828119,0.5795451149165424,0.46126644259864286
Apartamento em Jardim Sabara,"Rua do Rosario, 1155 - Jardim Sabara",183870,87,2,2,1,Jardim Sabara,-25.04792860825249,-50.17855110177615,718.5849702482569,0,1940.9475273578732,0,1129.7134130501165,0,2359.0964420292726,0,1.221620279317765,0.813197603106282,0.489968500706414
Apartamento em Nova Russia,"Rua Balduino Taques, 1623 - Nova Russia",53178,35,2,1,0,Nova Russia,-25.07470940687445,-50.179511514254045,380.30772516682015,3,1297.1233814423092,0,881.5936910269361,0,1402.607695322496,0,3.581998576334954,1.0187514540296274,0.7157563986708589
Apartamento em Chapada,"Rua Paula Xavier, 2294 - Chapada",198287,74,2,2,1,Chapada,-25.039542110178463,-50.168245752842985,571.2381046777966,0,2183.474715746622,0,1750.3012745752753,0,2066.1259444182015,0,1.4897843150308243,0.5404525272402158,0.4379290881147473
Apartamento em Chapada,"Av. Vicente Machado, 2477 - Chapada",180815,47,1,1,0,Chapada,-25.04074366697939,-50.17190172970704,531.2621510260634,0,2171.303378073114,0,1734.4497707702153,0,2203.4996002105063,0,1.5841279227252645,0.5451225844031359,0.44027583882183163
Apartamento em Jardim Sabara,"Rua Balduino Taques, 195 - Jardim Sabara",178236,53,2,1,1,Jardim Sabara,-25.043717221041128,-50.17312985688021,442.10194909842227,1,1932.1989494406862,0,1406.1721785651034,0,2083.9976224751554,0,2.3446714712299315,0.6639347175783565,0.4920778058050005
Apartamento em Oficinas,"Rua Paula Xavier, 1950 - Oficinas",286154,86,3,2,1,Oficinas,-25.11482685416776,-50.14974914969056,201.18541103594262,1,1353.769594921772,0,354.89596824511875,2,2448.5622291777627,0,3.8202139391826746,3.198304820897323,0.6878669106116574
Apartamento em Jardim Sabara,"Rua do Rosario, 2121 - Jardim Sabara",102743,34,1,1,0,Jardim Sabara,-25.045814270696933,-50.17710428240936,654.3926047742611,0,1989.9359613037795,0,1267.9622684919098,0,2311.4662998983445,0,1.3255697281115748,0.7310143145266979,0.47848356050879326
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 675 - Jardim Carvalho",1125510,156,5,3,2,Jardim Carvalho,-25.071668383327147,-50.15365418358613,573.0718011823172,0,1744.8905021456414,0,420.7775684870125,2,720.5815684448576,0,1.4857255915986987,2.92020559354207,0.5420375891344129
Apartamento em Jardim America,"Rua Comendador Miró, 1235 - Jardim America",121972,61,2,1,1,Jardim America,-25.111803810282357,-50.13293811886018,140.51904658779821,1,1356.9045375199898,0,915.6545958084772,0,3077.6112278155906,0,4.657674887651625,0.9845866932783227,0.6863867702013243
Apartamento em Neves,"Rua do Rosario, 2190 - Neves",170818,59,2,1,1,Neves,-25.05107297196356,-50.13591658644438,405.7862860383384,2,543.281967786066,0,369.41505184950074,3,2096.8753847577887,0,2.9771196404566025,3.6303108966361184,1.5545282629973647
Apartamento em Santa Paula,"Rua Paula Xavier, 1955 - Santa Paula",90629,44,1,1,0,Santa Paula,-25.129123720259543,-50.18255079188711,480.9733147138346,2,2894.6170495921847,0,1408.5971406584242,0,4573.859011368897,0,2.721249452726692,0.6628674899672367,0.333932514054237
Apartamento em Centro,"Rua Comendador Miró, 458 - Centro",709518,143,3,3,2,Centro,-25.09407538994435,-50.17238849762283,280.6655523018686,2,604.1868422894684,0,717.616681936332,0,939.9310327065307,0,3.6269779178941777,1.223067021616702,1.4200776554540229
Apartamento em Vila Estrela,"Rua Comendador Miró, 2828 - Vila Estrela",447785,77,2,2,1,Vila Estrela,-25.11251024834471,-50.15391880286325,265.1217720146205,1,1321.4431151872884,0,383.6835896043384,2,2121.043860450949,0,3.2388122994756863,3.067467289551869,0.7035103897690909
Apartamento em Centro,"Rua Paula Xavier, 2695 - Centro",184726,30,1,1,0,Centro,-25.093722054206943,-50.16931440801482,122.86897817264511,1,547.6753959127034,0,408.6723769129852,1,652.6544146163991,0,4.986941198363423,2.465901915234258,1.5439833075499205
Apartamento em Ronda,"Rua do Rosario, 1977 - Ronda",109408,32,1,1,0,Ronda,-25.099766672952,-50.18404969528583,305.9985069602014,1,1713.6652001608354,0,1609.5545667578083,0,2273.460758175912,0,2.9630632449543133,0.5849476930686761,0.5513696794266771
Apartamento em Estrela,"Rua Comendador Miró, 2548 - Estrela",147465,47,1,1,0,Estrela,-25.10387139692021,-50.15502408252677,386.86361428597763,1,472.80037006833334,1,425.8669000038658,1,1154.45168159336,0,2.5539633085265074,2.4016218742663753,2.2458089279528624
Apartamento em Jardim America,"Rua Comendador Miró, 1002 - Jardim America",112747,77,3,2,1,Jardim America,-25.11121032489057,-50.13639926869854,386.89286868350484,1,1482.3045183818172,0,784.2426403813545,0,2778.276611798263,0,2.5538398985055384,1.1309113068430199,0.6319896002209958
Apartamento em Oficinas,"Rua Comendador Miró, 460 - Oficinas",221357,73,2,2,1,Oficinas,-25.115807516312703,-50.146445323038,280.672381659331,1,1398.7863438796526,0,527.2696553785828,0,2654.361444241103,0,3.126930789255192,1.594210705755341,0.6672065061731685
Apartamento em Orfãs,"Rua Paula Xavier, 1725 - Orfãs",262434,76,3,2,1,Orfãs,-25.06938653919377,-50.17283570345859,95.40248557201066,1,1525.8775634602696,0,66.9014774446526,2,1270.2125554366935,0,5.617642168535646,6.991558704635298,0.6150524630352563
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1690 - Jardim Carvalho",271107,53,2,1,1,Jardim Carvalho,-25.07515751054411,-50.16109114901007,343.03567599149426,2,1557.1648768991834,0,410.820338679972,1,623.2870114537948,0,3.257154568335934,2.457635442989865,0.6034402574782768
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 2989 - Jardim Sabara",154959,47,1,1,0,Jardim Sabara,-25.05004323419406,-50.176394134945966,515.7824822975196,0,1625.7758636831747,0,814.5764447250762,0,2083.967402378787,0,1.6239500615037683,1.0934023129150263,0.5794495224112047
Apartamento em Oficinas,"Rua do Rosario, 859 - Oficinas",112718,58,2,1,1,Oficinas,-25.11805293417445,-50.14010207814445,450.74174449336,1,1674.817913953711,0,98.00847547578188,1,3157.1093332220544,0,2.3157330727125522,5.5502888707019435,0.563438081246503
Apartamento em Olarias,"Rua Comendador Miró, 1969 - Olarias",259042,70,2,2,1,Olarias,-25.103593167194287,-50.13995546072763,605.5702360128396,0,1310.576713261182,0,1441.0138700877728,0,1956.300974631379,0,1.4172933450976843,0.6489234259410281,0.708929894133904
Apartamento em Jardim Sabara,"Av. Vicente Machado, 1892 - Jardim Sabara",108832,49,1,1,0,Jardim Sabara,-25.043773345495183,-50.17986074965605,1009.9680599976547,0,2346.492970501133,0,1593.285960869039,0,2660.8348849742365,0,0.9009268248692788,0.5905677027445344,0.40874836431480227
Apartamento em Olarias,"Rua Paula Xavier, 2778 - Olarias",226511,101,3,2,2,Olarias,-25.098127418290098,-50.13724871395844,163.40089359677293,1,1038.426941549795,0,854.1778376924885,0,1945.110930100397,0,4.296494333579784,1.0480226646411368,0.8784050723875634
Apartamento em Boa Vista,"Av. Vicente Machado, 1019 - Boa Vista",173943,62,2,1,1,Boa Vista,-25.059950588125933,-50.15922944630113,322.93763671279277,1,440.26325685916026,1,588.5458097662056,0,654.1811908844004,0,2.864414781744943,1.4523361929100231,2.350949490464215
Apartamento em Boa Vista,"Av. Vicente Machado, 1229 - Boa Vista",192805,58,2,1,1,Boa Vista,-25.057559747123364,-50.15984559788805,180.51988916784495,2,375.7592571675114,1,377.92754239252747,3,476.196195857234,1,4.564809621757924,3.5923673806158014,2.601903399533658
Apartamento em Contorno,"Rua Comendador Miró, 2897 - Contorno",116931,51,2,1,1,Contorno,-25.115851132993875,-50.19389047693576,1154.6901789997464,0,1694.423588222736,0,1274.547923740108,0,4134.4302905804,0,0.7970095062011338,0.7275119206313497,0.5572820188963505
Apartamento em Santa Paula,"Rua Paula Xavier, 2305 - Santa Paula",129464,53,2,1,1,Santa Paula,-25.125828692101795,-50.17799126242092,143.96838870126402,2,2420.4364327757553,0,1538.951355421427,0,4037.648099435957,0,5.098891685612952,0.6101462356964633,0.3967566834838602
Apartamento em Boa Vista,"Rua do Rosario, 2781 - Boa Vista",169515,55,2,1,1,Boa Vista,-25.05913024560305,-50.16120621237937,133.9230979582802,1,223.47930133217037,1,394.48318694805835,2,696.0717612283329,0,4.774909184805463,3.022313450477422,3.5913879060630607
Apartamento em Olarias,"Av. Carlos Cavalcanti, 1423 - Olarias",163563,53,2,1,1,Olarias,-25.099824197335774,-50.14494028686175,218.20893098295417,1,1422.956452658802,0,905.4876875540259,0,1306.0303098931724,0,3.642589357599043,0.9945422628024662,0.656617592876135
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 2935 - Jardim Carvalho",204718,40,1,1,0,Jardim Carvalho,-25.073352632488152,-50.15597229177588,307.739710492751,1,1794.0322753965302,0,441.39766112683805,1,504.56187252373167,0,2.9525450287672643,2.3470711489936065,0.5279741074056631
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2696 - Uvaranas",193983,60,2,1,1,Uvaranas,-25.07952713748277,-50.128438208133495,154.9535062535839,2,2357.4779017377878,0,67.25098416601762,1,2749.978380465758,0,4.922283771243263,6.479038060591466,0.4069212582920307
Apartamento em Boa Vista,"Av. Vicente Machado, 837 - Boa Vista",98952,30,1,1,0,Boa Vista,-25.06240254044466,-50.162876475873695,509.49440991601074,0,417.4524528210371,1,702.1854814594834,0,1081.7287954970957,0,1.6407041372829025,1.2465944885721643,2.4325447092737114
Apartamento em Olarias,"Rua do Rosario, 2861 - Olarias",216876,52,2,1,1,Olarias,-25.09986997998165,-50.14264188040266,421.2607827174346,2,1543.9396539457553,0,1063.212731294418,0,1508.7989546095182,0,2.9184255427519483,0.8596879771829907,0.6082948346673295
Apartamento em Boa Vista,"Rua do Rosario, 2413 - Boa Vista",132075,39,2,1,0,Boa Vista,-25.058287655593038,-50.15516263919498,534.8248609056607,0,827.5454345424656,0,848.4894227996996,0,418.8032079978036,1,1.575237615258749,1.0543080143669439,1.0781143033637748
Apartamento em Ronda,"Rua Comendador Miró, 2185 - Ronda",116618,39,1,1,0,Ronda,-25.096737141168266,-50.18724827339348,703.1655706464105,0,1555.3720019235932,0,1293.3019966440222,0,2445.4665195221196,0,1.2450732906730198,0.717719491114382,0.6040938223178652
Apartamento em Ronda,"Rua Balduino Taques, 420 - Ronda",192094,96,3,2,1,Ronda,-25.10045490709292,-50.19170612186306,466.4921804261403,1,1001.0088180262393,0,1014.7692286335381,0,3006.777683869005,0,2.265249432477172,0.8970466481441903,0.9082579391077756
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 421 - Vila Estrela",461969,98,3,2,1,Vila Estrela,-25.120167016677858,-50.14811452072263,452.84194785587283,1,908.1786064120982,0,317.3708335104319,1,3064.687567865301,0,2.308835244645188,2.8959508420585545,0.991887740564934
Apartamento em Jardim Carvalho,"Rua do Rosario, 656 - Jardim Carvalho",687256,109,4,2,2,Jardim Carvalho,-25.07250171158609,-50.15470112383426,440.71507071813795,1,1767.98639902697,0,435.28850372045605,2,606.4571416074178,0,2.349402863271175,2.868151460473417,0.5353358035802069
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 1965 - Vila Estrela",543465,104,3,2,2,Vila Estrela,-25.1088852946056,-50.1546232018856,510.3530622824102,0,926.2131254912184,0,35.571088264495735,1,1713.429609999124,0,1.638395974062141,7.876203973881404,0.9744564507702327
Apartamento em Orfãs,"Rua Paula Xavier, 1325 - Orfãs",383722,65,2,1,1,Orfãs,-25.06734466386138,-50.17065097421375,280.5406900103187,1,1211.4759461611975,0,334.1304722790517,1,1390.5183737342072,0,3.12783987692061,2.803454983821585,0.7624996881773438
Apartamento em Contorno,"Rua Balduino Taques, 2681 - Contorno",196905,74,2,2,1,Contorno,-25.122911321484708,-50.19978550666314,785.9997327327827,0,2304.979901184659,0,1191.7642205718748,0,5107.4118797221945,0,1.1286685120271924,0.774135081367474,0.4158038907133545
Apartamento em Ronda,"Rua Comendador Miró, 162 - Ronda",260600,77,2,2,1,Ronda,-25.101552549058304,-50.1858769646911,206.34406580227565,1,1569.9955960650245,0,1584.0543784301424,0,2529.8954961783647,0,3.7643034797528356,0.5938050533333664,0.5988039743076442
Apartamento em Estrela,"Av. Vicente Machado, 158 - Estrela",194520,47,1,1,0,Estrela,-25.10402575755851,-50.151640699029,138.7085923273595,1,786.0362228946461,0,653.7160925929896,0,1243.9994706116045,0,4.689208231887283,1.3267595183747853,1.1286220293940563
Apartamento em Jardim America,"Av. Vicente Machado, 1195 - Jardim America",144656,38,1,1,0,Jardim America,-25.1134437248466,-50.13213915102328,322.8863318482294,1,1495.7519801168316,0,857.792819757803,0,3259.5394241147083,0,2.8647016341944394,1.0440671295206305,0.6266638001770086
Apartamento em Oficinas,"Rua do Rosario, 2478 - Oficinas",201539,53,3,1,1,Oficinas,-25.113055941464008,-50.14387273083283,434.74317603229986,1,1796.9763569507263,0,709.1139422870474,0,2486.3726431500936,0,2.3700565894450936,1.2359198720187576,0.5271546987583119
Apartamento em Nova Russia,"Rua Paula Xavier, 1175 - Nova Russia",146921,60,2,1,1,Nova Russia,-25.07825119409246,-50.17646434262152,175.92329309236052,1,863.8699449953313,0,688.9162948718125,0,1006.9001444594027,0,4.124195655222437,1.2675615987403144,1.0374843672554224
Apartamento em Santo Antonio,"Rua do Rosario, 2157 - Santo Antonio",168182,61,2,1,1,Santo Antonio,-25.058912824115406,-50.12001430309727,896.4863456354375,0,1641.383326756926,0,1164.2189780485915,0,3690.1517571773875,0,1.0035260436632696,0.7910022056017293,0.5742561012470213
Apartamento em Santa Paula,"Av. Vicente Machado, 2075 - Santa Paula",235040,62,2,1,1,Santa Paula,-25.13026731902604,-50.184275598895326,694.7098557865319,0,3082.5356595330863,0,1428.719375378919,0,4769.920247386339,0,1.2583208736102693,0.6541422945935601,0.31421486103527624
Apartamento em Santo Antonio,"Rua Balduino Taques, 1364 - Santo Antonio",165936,72,2,2,1,Santo Antonio,-25.06090548890321,-50.12337488515933,694.6371727475424,0,1383.693577857782,0,1004.2469142305887,0,3392.862363326689,0,1.2584359683833992,0.9055945614272102,0.6739936162855414
Apartamento em Estrela,"Rua Comendador Miró, 1063 - Estrela",215715,46,1,1,0,Estrela,-25.10619607051596,-50.15405104422207,276.41761591510425,1,715.3901854710143,0,337.9022511250457,1,1421.7141034736587,0,3.156623807493473,2.7836146592780215,1.226406716463413
Apartamento em Estrela,"Rua Paula Xavier, 1218 - Estrela",335986,82,3,2,1,Estrela,-25.104266045734548,-50.15370177541506,247.65087254858398,1,609.2303889942768,0,547.6123876536833,0,1215.099426473065,0,3.3764489865051344,1.544133526572934,1.4099790639513468
Apartamento em Orfãs,"Rua Comendador Miró, 1670 - Orfãs",320243,100,4,2,2,Orfãs,-25.07102547177936,-50.16803971619381,471.6095536811473,3,1451.7492555041515,0,581.5109708022796,0,930.3712306127533,0,3.24944591733996,1.4673278095916678,0.644434013068115
Apartamento em Vila Estrela,"Rua Balduino Taques, 1651 - Vila Estrela",448842,94,3,2,1,Vila Estrela,-25.10955891627292,-50.153742574372856,527.7495690352374,0,1034.8925940226525,0,116.61845102115971,1,1796.6023687810628,0,1.592991933928141,5.116411922834394,0.8811406517822779
Apartamento em Nova Russia,"Av. Vicente Machado, 1965 - Nova Russia",127523,54,3,1,1,Nova Russia,-25.08408463760787,-50.18128756217944,425.03932728140614,2,541.0966582306168,0,432.5021974316088,1,1579.2059808571394,0,2.904619231435264,2.3779265227885444,1.5598271916748594
Apartamento em Neves,"Rua Balduino Taques, 1078 - Neves",56804,35,1,1,0,Neves,-25.047186242574494,-50.14357592670563,299.1070400634455,2,1239.766359932114,0,1252.9712981697844,0,1532.7953713907066,0,3.505593486501845,0.7391139792490335,0.7463987975117319
Apartamento em Jardim America,"Rua Paula Xavier, 1360 - Jardim America",158575,42,1,1,0,Jardim America,-25.109792973395496,-50.133749489501255,142.888858957264,1,1199.21945130768,0,1044.4524153066782,0,2870.8343942380425,0,4.617109382015537,0.8737803220346481,0.7696929098417423
Apartamento em Contorno,"Rua do Rosario, 56 - Contorno",51206,30,1,1,0,Contorno,-25.119360079858644,-50.19922123973723,661.918311139935,0,1917.1801801787947,0,934.7065797348873,0,4793.3585402910385,0,1.312476659740415,0.9664575635115997,0.4957415355485815
Apartamento em Boa Vista,"Rua Comendador Miró, 977 - Boa Vista",71597,36,1,1,0,Boa Vista,-25.06193988384648,-50.16041340503447,456.33227847500893,1,469.4017445527978,1,709.3498185366924,0,905.3700271803351,0,2.2974869312655226,1.235559676541355,2.25622925213443
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 1266 - Oficinas",462781,90,3,2,1,Oficinas,-25.115105516215465,-50.14764497142843,154.15728890948003,1,1406.5295603140514,0,492.47132495133553,1,2539.6516901946443,0,4.43457139982382,2.1878453992387534,0.6637772177477486
Apartamento em Estrela,"Rua do Rosario, 2891 - Estrela",368352,131,3,3,2,Estrela,-25.10983469080632,-50.1549109753459,495.72307710203364,1,1008.5926652068206,0,76.14829551815659,3,1816.934783217234,0,2.1786323015462488,7.1770347794646945,0.9020445754198082
Apartamento em Contorno,"Rua Comendador Miró, 1218 - Contorno",160985,49,1,1,0,Contorno,-25.12047309716441,-50.20038990996692,586.265935367639,0,2030.5673435768458,0,938.1963665703073,0,4963.690180806506,0,1.4571610631734049,0.9632089190443909,0.4693585504418635
Apartamento em Chapada,"Av. Vicente Machado, 557 - Chapada",54051,108,3,2,2,Chapada,-25.03574429570553,-50.17632483592632,1243.139947482465,0,2864.4551325731677,0,2326.324343458079,0,2912.3877629779813,0,0.7445240549016247,0.4121460524007134,0.3373301181090884
Apartamento em Santa Paula,"Rua Comendador Miró, 2491 - Santa Paula",45815,33,2,1,0,Santa Paula,-25.1338433821206,-50.17964983996066,750.5577010940075,0,2716.049100505899,0,818.4970445541529,0,4918.834768423742,0,1.1756991897360711,1.0887351308630606,0.3551074446181892
Apartamento em Chapada,"Rua do Rosario, 1938 - Chapada",374940,113,3,2,2,Chapada,-25.041397336692807,-50.1748126032172,699.9300828189253,0,2240.5758260862003,0,1681.1903518086644,0,2374.928469488584,0,1.2501092551439439,0.5614223089545569,0.4272452910325715
Apartamento em Olarias,"Av. Vicente Machado, 1023 - Olarias",230874,64,2,1,1,Olarias,-25.098754926146302,-50.14167541880393,288.60842926077765,1,1460.0259789966094,0,934.8404963430377,0,1544.5739704171806,0,3.073284377547418,0.9663324961999861,0.641014966073314
Apartamento em Uvaranas,"Rua do Rosario, 2892 - Uvaranas",208306,70,2,2,1,Uvaranas,-25.08230737027694,-50.12926153688053,386.70845546566034,3,2054.8814850681306,0,262.7674410468617,1,2706.0455630373503,0,3.55461809584394,3.256586966884996,0.46406264424717686
Apartamento em Chapada,"Rua do Rosario, 469 - Chapada",183321,59,3,1,1,Chapada,-25.039764551606854,-50.16536540797664,647.4188376365613,0,2112.326390005848,0,1651.9384548255807,0,1890.7463454291435,0,1.3379379133152896,0.570796306939651,0.4520128695826643
Apartamento em Oficinas,"Rua do Rosario, 838 - Oficinas",234273,65,2,1,1,Oficinas,-25.11664185308869,-50.14561445502997,405.2283747047513,2,1371.268400608384,0,555.7666582831839,0,2771.298989963349,0,2.9793029253045944,1.5249326683031261,0.6796856369554938
Apartamento em Olarias,"Rua Paula Xavier, 2141 - Olarias",94841,50,3,1,1,Olarias,-25.099733698580177,-50.14153360621554,315.9106023307074,1,1433.623000948738,0,1036.8140090724057,0,1601.6696116765627,0,2.904362847198734,0.8796513695463337,0.6520507317517895
Apartamento em Santo Antonio,"Av. Vicente Machado, 2946 - Santo Antonio",60718,53,3,1,1,Santo Antonio,-25.059704574834026,-50.12409098353096,843.9298587686875,0,1267.9043050442463,0,1147.7678960436197,0,3297.0508732036556,0,1.0594007496536377,0.8014311020268804,0.7310452904581318
Apartamento em Santa Paula,"Rua do Rosario, 1834 - Santa Paula",66655,39,2,1,0,Santa Paula,-25.13039559653212,-50.17967659419394,382.5165649917496,2,2627.276002820738,0,1130.2292407141151,0,4569.327338934758,0,3.0724677089937806,0.8128566342802312,0.366666226287963
Apartamento em Oficinas,"Rua do Rosario, 1711 - Oficinas",371669,101,3,2,2,Oficinas,-25.11238484557419,-50.14363904563842,476.79980259892704,1,1871.9800067751025,0,751.9624152385338,0,2433.2809052646658,0,2.2337037833477584,1.1737606989623108,0.5071045327864963
