titulo,endereco,preco,area,quartos,banheiros,vagas,bairro,latitude,longitude,dist_escola,qtd_escola_500m,dist_hospital,qtd_hospital_500m,dist_parque,qtd_parque_500m,dist_farmacia,qtd_farmacia_500m,score_educacao,score_lazer,score_saude,preco_m2,log_preco,log_area,bairro_Centro,bairro_Chapada,bairro_Contorno,bairro_Estrela,bairro_Jardim America,bairro_Jardim Carvalho,bairro_Jardim Sabara,bairro_Neves,bairro_Nova Russia,bairro_Oficinas,bairro_Olarias,bairro_Orfãs,bairro_Ronda,bairro_Santa Paula,bairro_Santo Antonio,bairro_Uvaranas,bairro_Vila Estrela
Apartamento em Jardim Sabara,"Rua Comendador Miró, 2542 - Jardim Sabara",197488,65,2,1,1,Jardim Sabara,-25.04374085963089,-50.1763666333271,743.8540465536456,0,2114.778391015511,0,1460.643115545315,0,2354.8569059916367,0,1.1850390527651844,0.6407614848258139,0.451512442082968,3038.276923076923,12.193438165569692,4.189654742026425,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Apartamento em Nova Russia,"Rua Comendador Miró, 1028 - Nova Russia",99754,45,1,1,0,Nova Russia,-25.07565011271545,-50.17966782752585,321.7834087499957,3,1200.2571905790194,0,969.296845379179,0,1383.2272488499525,0,3.8708851018194776,0.9351940055947644,0.7690786155581179,2216.7555555555555,11.510472458809161,3.828641396489095,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento em Santa Paula,"Rua Comendador Miró, 2637 - Santa Paula",222007,86,2,2,1,Santa Paula,-25.133449607008323,-50.17629272518201,719.4010358593637,0,2381.641424271091,0,677.9309738651742,0,4755.948848346651,0,1.220403631722566,1.2854610930729098,0.4029591020764494,2581.4767441860463,12.31046869624117,4.465908118654584,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Jardim America,"Rua do Rosario, 2520 - Jardim America",52805,35,2,1,0,Jardim America,-25.10980711324394,-50.13592074950525,342.9124041668433,1,1330.9540379070831,0,947.2653117410584,0,2705.6761210950863,0,2.7577827818597376,0.9548678723422238,0.6988344653351707,1508.7142857142858,10.874380099601867,3.58351893845611,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Oficinas,"Av. Vicente Machado, 2080 - Oficinas",245538,67,3,1,1,Oficinas,-25.113327460198445,-50.1501533982957,211.50109389728323,1,1502.135832939539,0,434.5685999331854,1,2276.963463872724,0,3.710261599690394,2.370667300931981,0.6241668024896725,3664.7462686567164,12.411211073070351,4.219507705176107,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Apartamento em Santa Paula,"Av. Vicente Machado, 316 - Santa Paula",153043,58,2,1,1,Santa Paula,-25.13249301692669,-50.18348389869881,790.5244505773458,0,3048.9868691881843,0,1205.4661440560617,0,4948.277256388991,0,1.1229337940712116,0.7660099073063793,0.3175624547008042,2638.6724137931033,11.938480740730228,4.07753744390572,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Santa Paula,"Rua Paula Xavier, 1149 - Santa Paula",197322,85,2,2,1,Santa Paula,-25.13191765081793,-50.17688921496345,539.308295024181,0,2389.04168522208,0,858.5487624862222,0,4616.57417247551,0,1.5641905599898032,1.043243744226704,0.4017610496188925,2321.435294117647,12.192597258962081,4.454347296253507,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Oficinas,"Rua do Rosario, 2645 - Oficinas",98752,52,2,1,1,Oficinas,-25.11672428991848,-50.14383970946574,425.00659535610464,1,1480.7579662588228,0,485.3070058858528,1,2851.0986424000216,0,2.404737976332876,2.2085050921037856,0.6326079142695693,1899.076923076923,11.500377062048749,3.970291913552122,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Apartamento em Jardim America,"Av. Vicente Machado, 332 - Jardim America",79774,33,1,1,0,Jardim America,-25.10638424666256,-50.13036869911945,518.0739341468188,0,701.4325050165112,0,1365.3619373975143,0,2873.6777453975174,0,1.617929417101834,0.6824252592339077,1.2477657116982022,2417.3939393939395,11.286965451146445,3.5263605246161616,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Santo Antonio,"Rua do Rosario, 1845 - Santo Antonio",209979,89,2,2,1,Santo Antonio,-25.06091783729405,-50.11846777471625,724.5503764944117,0,1848.130888485604,0,899.0932563628332,0,3878.305307274202,0,1.2127821762104034,1.000907566567377,0.5133125324948564,2359.3146067415732,12.254767567068932,4.499809670330265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 1304 - Uvaranas",145969,58,2,1,1,Uvaranas,-25.093297864913414,-50.13344806759372,183.8871221397915,3,1028.1449465145822,0,592.5859668090992,0,2259.2720849546167,0,5.022526814399072,1.4438640803064882,0.8864109200590867,2516.706896551724,11.891156400124624,4.07753744390572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Apartamento em Nova Russia,"Rua Comendador Miró, 2686 - Nova Russia",67134,45,1,1,0,Nova Russia,-25.08153525915836,-50.17673123453239,397.0432878767517,3,500.04945486722414,0,383.6647027698072,2,1057.4048662914695,0,3.511897201693956,3.0675480229863594,1.666529303357629,1491.8666666666666,11.114460796506808,3.828641396489095,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento em Centro,"Av. Carlos Cavalcanti, 156 - Centro",350539,79,3,2,1,Centro,-25.09539336156749,-50.168902201674605,308.4257767328468,2,738.0954332910137,0,400.1919399636208,1,746.5262674279878,0,3.448425287941864,2.4992325347600173,1.1931815402850046,4437.202531645569,12.767230101627167,4.382026634673881,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Olarias,"Rua Balduino Taques, 2484 - Olarias",225620,64,2,1,1,Olarias,-25.10377555551349,-50.13718039296767,638.833366392757,0,1048.3470753488991,0,1473.4071569023915,0,2201.671268642243,0,1.3534851638906753,0.6355633985857333,0.8708168649240238,3525.3125,12.326611879380275,4.174387269895637,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apartamento em Contorno,"Rua do Rosario, 857 - Contorno",93428,58,2,1,1,Contorno,-25.12014250967723,-50.20203048931773,422.204927880206,2,1991.853893407484,0,810.320633161126,0,5062.689161960911,0,2.914957034318528,1.098514043922589,0.4780448592282273,1610.8275862068965,11.444957068529465,4.07753744390572,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Santo Antonio,"Rua Paula Xavier, 232 - Santo Antonio",220291,76,2,2,1,Santo Antonio,-25.05924208529025,-50.12312267094685,867.7074851671996,0,1345.552130558357,0,1184.446479596622,0,3385.1322974648506,0,1.033370119925466,0.7785454792277902,0.6917771963116552,2898.565789473684,12.302709218013948,4.343805421853684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apartamento em Ronda,"Rua Paula Xavier, 2304 - Ronda",150577,40,1,1,0,Ronda,-25.10475938809566,-50.18284296983284,280.78657175379834,2,1780.0821318885369,0,1253.5318421442555,0,2482.707288791915,0,3.626143026510296,0.7388078867917929,0.5318916567732619,3764.425,11.92223650133955,3.713572066704308,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Apartamento em Santa Paula,"Rua Paula Xavier, 2942 - Santa Paula",68498,37,1,1,0,Santa Paula,-25.13086336914637,-50.17611335189296,457.2727023543805,2,2285.3146526761284,0,950.2235076077596,0,4479.3650129171465,0,2.794453587579606,0.9521782675364404,0.4192319025408583,1851.2972972972973,11.134574425603612,3.6375861597263857,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Santo Antonio,"Rua Comendador Miró, 918 - Santo Antonio",143392,62,3,1,1,Santo Antonio,-25.055608247240613,-50.11795077873715,1299.884595237848,0,1816.4738029500704,0,1432.6231427785171,0,3869.275809886088,0,0.7143445991203973,0.6524761189414665,0.5217916354821432,2312.7741935483873,11.873344391451308,4.143134726391533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apartamento em Centro,"Rua Comendador Miró, 1205 - Centro",563847,87,2,2,1,Centro,-25.093389236133383,-50.1653249636272,473.7724817288063,1,593.5674028156672,0,62.21096471974491,2,363.0905234017072,2,2.2428510983777894,7.164811372201132,1.441820933250773,6481.0,13.24253999061149,4.477336814478207,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Olarias,"Rua Comendador Miró, 445 - Olarias",127914,57,2,1,1,Olarias,-25.10096969262979,-50.13475382717615,513.6714856924515,0,747.4390223413644,0,1158.9020051002751,0,2283.2243144951512,0,1.6295363615789076,0.7943430036242949,1.180025905860612,2244.1052631578946,11.759121259814592,4.060443010546419,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 585 - Oficinas",330442,124,3,3,2,Oficinas,-25.109422962138567,-50.14576020259469,539.9694820781482,0,1591.3392868040671,0,911.864320205076,0,2041.2013583698065,0,1.5625745101981092,0.9882747914239416,0.5912474261090375,2664.8548387096776,12.708189457439248,4.8283137373023015,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Apartamento em Vila Estrela,"Rua do Rosario, 812 - Vila Estrela",248496,96,4,2,1,Vila Estrela,-25.1112955248878,-50.15579785195848,326.1763538374395,1,1130.9216704139988,0,257.8107517068552,3,1976.7555498517129,0,2.846446467514337,4.29477348075687,0.8123993784784597,2588.5,12.42318605201134,4.574710978503383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 893 - Orfãs",364558,66,3,1,1,Orfãs,-25.06694012377076,-50.17366681803874,189.26009215054384,1,1385.9945287845064,0,222.3877862115693,2,1548.9634147104698,0,3.957096319666369,4.101854483233254,0.6729499877889634,5523.606060606061,12.806443682901305,4.204692619390966,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Apartamento em Santo Antonio,"Av. Vicente Machado, 2945 - Santo Antonio",115050,49,1,1,0,Santo Antonio,-25.0616368333531,-50.11519719313262,852.1647103994538,0,2186.52550388123,0,763.8128737466468,0,4058.3652333712566,0,1.050238460928129,1.1576581345247423,0.4373447828605297,2347.9591836734694,11.653130787298837,3.912023005428146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apartamento em Neves,"Av. Carlos Cavalcanti, 200 - Neves",193166,82,3,2,1,Neves,-25.04954035274875,-50.140975848330726,123.37172668893358,3,873.2828256137204,0,905.505151449922,0,1650.586162253301,0,5.9768423238837,0.9945249893130994,1.0274505762181023,2355.682926829268,12.171310378717884,4.418840607796598,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 1883 - Nova Russia",62823,86,2,2,1,Nova Russia,-25.08238086429153,-50.18330449360846,690.3865945733986,0,808.1791171711237,0,369.73206433986206,2,1724.0617088446302,0,1.2652036444769634,3.1288731937117173,1.1011043758800445,730.5,11.04809244505471,4.465908118654584,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 27 - Jardim Sabara",68041,50,3,1,1,Jardim Sabara,-25.05012586334844,-50.1687458444792,314.56589533668046,1,1094.15584362015,0,776.1891084255068,0,1347.4773657822916,0,2.9121617606481407,1.1413061294461635,0.8374116371347683,1360.82,11.127880440551628,3.9318256327243257,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Apartamento em Jardim Sabara,"Rua do Rosario, 1782 - Jardim Sabara",140179,65,2,1,1,Jardim Sabara,-25.04296229586121,-50.17240896527535,403.4110803323116,1,1970.308126738734,0,1487.4530747294962,0,2077.1312502450605,0,2.486448131693645,0.6299398803775041,0.4830198882401414,2156.6,11.850682590054316,4.189654742026425,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Apartamento em Santa Paula,"Av. Vicente Machado, 2843 - Santa Paula",75733,62,2,1,1,Santa Paula,-25.12885705783636,-50.17076438010611,772.1552644257329,0,1714.146445385864,0,1198.5996505276034,0,4104.954633161777,0,1.1465848350504952,0.7700602719196125,0.5512234155866633,1221.5,11.23498247993918,4.143134726391533,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Estrela,"Av. Vicente Machado, 434 - Estrela",243069,44,1,1,0,Estrela,-25.108657835778928,-50.15351248585156,427.8118575859948,1,962.810167242667,0,142.06096777519548,1,1700.2693082536534,0,2.394614502549468,4.631190621896176,0.940901800548615,5524.295454545455,12.401104746683307,3.8066624897703196,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Jardim America,"Rua do Rosario, 1328 - Jardim America",116677,44,1,1,0,Jardim America,-25.11100293185111,-50.134516473982494,196.67541214765444,1,1354.1932319606533,0,889.3978883715191,0,2899.727980031809,0,3.870687151863812,1.010715720897617,0.6876665205295478,2651.75,11.667173282936568,3.8066624897703196,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 2504 - Jardim Sabara",153398,54,2,1,1,Jardim Sabara,-25.045579449918097,-50.17343007056474,404.05945100600354,2,1774.2196989336137,0,1202.1650442132309,0,1996.071861181536,0,2.9838929673954064,0.767951807986215,0.5335553780429136,2840.703703703704,11.940797648989221,4.007333185232471,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Apartamento em Ronda,"Rua Paula Xavier, 1214 - Ronda",125169,63,2,1,1,Ronda,-25.09810333700871,-50.18678137832856,558.9219129554594,0,1546.9666592568774,0,1366.9789022818818,0,2449.7619005006723,0,1.5176305118078477,0.6816730618582876,0.6071768328638826,1986.8095238095239,11.73742809232207,4.1588830833596715,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Apartamento em Santo Antonio,"Av. Vicente Machado, 1700 - Santo Antonio",201117,51,2,1,1,Santo Antonio,-25.059840901834512,-50.11774272493464,863.775310824634,0,1887.0271770241443,0,992.2834567685712,0,3930.93303241038,0,1.0375862390004276,0.915513270665488,0.503264379854956,3943.470588235294,12.211647079462775,3.9512437185814275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apartamento em Jardim Sabara,"Rua Comendador Miró, 2253 - Jardim Sabara",113804,37,1,1,0,Jardim Sabara,-25.044548709917827,-50.17008226184092,123.28173116427192,2,1710.2050602043564,0,1329.1849390700063,0,1783.9585583494895,0,5.47864675173216,0.6996995089038065,0.552423602156492,3075.7837837837837,11.642241736440285,3.6375861597263857,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Apartamento em Neves,"Rua do Rosario, 2601 - Neves",107560,62,2,1,1,Neves,-25.043976940882988,-50.137468454917865,559.7406770840278,0,1340.7036175252233,0,1042.0328410243055,0,2243.4751352352173,0,1.5157470726526616,0.8756315616134872,0.6941052884407659,1734.8387096774193,11.585813407476065,4.143134726391533,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Apartamento em Orfãs,"Rua do Rosario, 2936 - Orfãs",368824,74,2,2,1,Orfãs,-25.066772111131925,-50.1672712750084,476.09212873593486,2,982.521766411394,0,665.6698279448697,0,1392.8313831159726,0,2.735833471972975,1.3060459789621,0.923768954147724,4984.108108108108,12.818077555785768,4.31748811353631,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Apartamento em Contorno,"Rua Comendador Miró, 553 - Contorno",121475,54,2,1,1,Contorno,-25.123108679579985,-50.19978560935366,800.5288826410074,0,2326.866794885537,0,1210.0369916240925,0,5122.998208276967,0,1.1104585530530355,0.7633372236002816,0.4120539298273126,2249.537037037037,11.707471991386752,4.007333185232471,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Estrela,"Rua Comendador Miró, 2618 - Estrela",177717,79,2,2,1,Estrela,-25.10839179245021,-50.15036121482332,366.029863112109,1,1152.7506134175342,0,456.1012449618435,1,1744.7986984079675,0,2.645785236426873,2.2982337012545515,0.798243472634969,2249.5822784810125,12.087953303329083,4.382026634673881,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Neves,"Rua Paula Xavier, 2313 - Neves",150675,47,1,1,0,Neves,-25.05395976813337,-50.14077099142887,323.5838711695379,1,531.3620021668053,0,841.1973316899189,0,1571.2173016094482,0,2.8608075473670564,1.0624764502939048,1.583877389782797,3205.851063829787,11.922887115130283,3.8712010109078907,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Apartamento em Santa Paula,"Rua Comendador Miró, 2918 - Santa Paula",125314,59,2,1,1,Santa Paula,-25.131914906553025,-50.176018779968736,567.1478945402824,0,2304.392884895856,0,834.1363659870447,0,4585.919929458531,0,1.4989180183039907,1.070507515188493,0.4159054064258362,2123.9661016949153,11.738585846408712,4.0943445622221,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Vila Estrela,"Rua do Rosario, 1181 - Vila Estrela",378008,87,2,2,1,Vila Estrela,-25.107331993045666,-50.15264499136956,256.7124974844094,1,904.6107853201823,0,297.86899548170715,1,1570.2239451044989,0,3.3033780903448897,3.0133901142241104,0.995410376448713,4344.919540229885,12.842673283842093,4.477336814478207,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Apartamento em Vila Estrela,"Rua do Rosario, 446 - Vila Estrela",660116,81,2,2,1,Vila Estrela,-25.10837213265679,-50.14658875122446,603.5018584311038,0,1458.2285211319129,0,832.5324711831579,0,1898.3581077718416,0,1.4214603529692498,1.072348718035783,0.6417543938122695,8149.580246913581,13.400172371018927,4.406719247264253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Apartamento em Centro,"Rua Balduino Taques, 2755 - Centro",307911,69,2,1,1,Centro,-25.095272006488724,-50.16853029292415,311.5861882227189,1,734.1845322153079,0,360.4866483798485,1,711.9356654601818,0,2.9296247751124165,2.6716156234243624,1.1987755243367353,4462.478260869565,12.637569306845894,4.248495242049359,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Oficinas,"Av. Vicente Machado, 1183 - Oficinas",267384,63,3,1,1,Oficinas,-25.11603002475892,-50.14540774156461,369.5159087197882,1,1438.015789756847,0,603.5207388947516,0,2716.312237982504,0,2.62985328383582,1.421422205081011,0.6501883834093116,4244.190476190476,12.49644484633983,4.1588830833596715,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Apartamento em Boa Vista,"Rua Balduino Taques, 2838 - Boa Vista",160420,81,3,2,1,Boa Vista,-25.05980648187055,-50.15434907730583,650.3426876847631,0,917.0453539693028,0,919.7156532567336,0,604.8122855808352,0,1.3327243890195994,0.9806655382863187,0.9832403206968316,1980.4938271604938,11.98555688853819,4.406719247264253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Contorno,"Rua do Rosario, 142 - Contorno",163605,45,1,1,0,Contorno,-25.12038994456844,-50.19993612678474,624.5908816623826,0,2024.262088746886,0,961.3877476954906,0,4923.791299454992,0,1.380089130718515,0.9421627507677782,0.4707517049319962,3635.6666666666665,12.005216377294905,3.828641396489095,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Chapada,"Rua Balduino Taques, 2533 - Chapada",73494,73,2,2,1,Chapada,-25.03961078870254,-50.16433054031363,722.7477729889607,0,2122.030810523513,0,1653.720714447022,0,1858.3335400123888,0,1.2154393276168949,0.5702162218659298,0.4500387642079538,1006.7671232876712,11.204972655676087,4.304065093204169,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Olarias,"Rua Comendador Miró, 2660 - Olarias",134708,69,2,1,1,Olarias,-25.101995718016525,-50.14084796824428,463.1053944684529,1,1368.0463173435712,0,1272.2374724597446,0,1783.400949134717,0,2.275866489334482,0.7287368404300266,0.6811774180323542,1952.2898550724638,11.81087217531119,4.248495242049359,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apartamento em Olarias,"Rua do Rosario, 2861 - Olarias",65598,71,2,2,1,Olarias,-25.0969588817866,-50.138722239142496,142.87589987613163,1,1219.7993864595717,0,702.9661755672115,0,1769.8476745008577,0,4.617329057802799,1.245382471177699,0.7576909114062784,923.9154929577464,11.091315730913552,4.276666119016055,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apartamento em Contorno,"Rua Balduino Taques, 1572 - Contorno",102581,67,2,1,1,Contorno,-25.122796905942074,-50.201396308184535,662.1487479395948,0,2286.159661894825,0,1098.2036909805963,0,5214.256001682755,0,1.3120798304837684,0.834582640270129,0.4190834402111676,1531.0597014925372,11.538417757731164,4.219507705176107,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Jardim America,"Rua Comendador Miró, 1290 - Jardim America",102968,41,1,1,0,Jardim America,-25.101698252328227,-50.13506798931021,542.6310786017265,0,786.2869901760838,0,1232.2672926450532,0,2284.7941707999817,0,1.5561027676654813,0.7506001277075735,1.128302695497453,2511.4146341463415,11.542183251037164,3.7376696182833684,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Olarias,"Rua Comendador Miró, 1039 - Olarias",145682,67,3,1,1,Olarias,-25.09967564612185,-50.139110162794616,161.82373005148122,1,1191.034278508016,0,1003.4430757893294,0,1822.422389001891,0,4.319363507667447,0.9062542707829916,0.7745727721154316,2174.3582089552237,11.88918830727018,4.219507705176107,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 933 - Orfãs",284865,79,2,2,1,Orfãs,-25.07310531004146,-50.16804023694773,400.6567901921517,2,1662.45508115855,0,702.3626797560458,0,703.2335680179531,0,2.9973762856910438,1.2463191836191143,0.5673903469600201,3605.8860759493673,12.55977417324506,4.382026634673881,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Apartamento em Chapada,"Rua do Rosario, 2481 - Chapada",138759,34,1,1,0,Chapada,-25.04118377600455,-50.16845306595241,387.5053594100552,1,2011.2521285372488,0,1587.1288616906188,0,1933.448627716681,0,2.5512595004291434,0.5927229524115493,0.4736525716105901,4081.1470588235293,11.840501101083685,3.5553480614894135,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Orfãs,"Av. Vicente Machado, 1214 - Orfãs",347970,68,2,1,1,Orfãs,-25.070459940264247,-50.17294620515568,211.71961086822037,2,1627.337216954307,0,163.14881734327025,1,1174.4465162976117,0,4.208011190616912,4.300131082084736,0.5789257535730227,5117.205882352941,12.759874421950864,4.23410650459726,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Apartamento em Santo Antonio,"Rua Comendador Miró, 315 - Santo Antonio",64115,36,2,1,0,Santo Antonio,-25.06157983327914,-50.11992521516645,607.1288340389914,0,1733.728599544242,0,895.8219244041898,0,3748.326077644624,0,1.4141694580437083,1.0041956051513026,0.5453369709391792,1780.9722222222222,11.068449221745771,3.6109179126442243,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apartamento em Estrela,"Rua Comendador Miró, 2114 - Estrela",288046,87,2,2,1,Estrela,-25.107886976828794,-50.150053211316944,325.92210330197366,1,1140.584459782528,0,499.4731473107466,1,1702.130876084706,0,2.8478471585472334,2.168131432552113,0.8060716802589144,3310.8735632183907,12.570878940247763,4.477336814478207,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 1153 - Nova Russia",203826,85,2,2,1,Nova Russia,-25.0833189795509,-50.1718050768032,326.62701252910125,1,548.0610422381446,0,115.29232534938052,4,695.5388867010803,0,2.843967846929964,6.644847410966372,1.5430645183459857,2397.9529411764706,12.225026873821987,4.454347296253507,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento em Olarias,"Av. Vicente Machado, 2402 - Olarias",72309,54,2,1,1,Olarias,-25.10037679637493,-50.14111927675878,328.7056481728411,1,1388.304525674076,0,1098.4831330930265,0,1670.8076168664256,0,2.8326028109544064,0.8343880463458971,0.6719055023682634,1339.0555555555557,11.188717711168998,4.007333185232471,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 2916 - Boa Vista",89885,60,3,1,1,Boa Vista,-25.063150653203344,-50.16144856564237,575.7661160936377,0,533.9038245799603,0,805.0237526450238,0,1073.0813225608565,0,1.479801925821085,1.104943375328436,1.5775263710747032,1498.0833333333333,11.406297479745437,4.110873864173311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 2454 - Jardim Carvalho",481105,76,3,2,1,Jardim Carvalho,-25.070442767408625,-50.15030797937332,395.3856681707799,1,1855.3935167423497,0,327.4973473870185,4,988.6696255911075,0,2.5186292504030594,4.339195801125493,0.5114060118527866,6330.328947368421,13.08384289902944,4.343805421853684,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Oficinas,"Rua Comendador Miró, 2531 - Oficinas",62705,70,2,2,1,Oficinas,-25.11104835684656,-50.13782339901221,526.3974973564268,0,1561.3252862506852,0,763.1243501955526,0,2665.747003301204,0,1.5964303884039777,1.1585816108344489,0.6019290793176463,895.7857142857143,11.04621241582256,4.2626798770413155,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Apartamento em Contorno,"Rua do Rosario, 2263 - Contorno",173812,61,2,1,1,Contorno,-25.11494042472741,-50.20235057109031,429.5031325202632,1,1415.4563454038523,0,419.1420584029095,1,4730.870999763087,0,2.388562953802227,2.42625502752831,0.659867242651263,2849.377049180328,12.065735287635254,4.127134385045092,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Chapada,"Rua Comendador Miró, 1311 - Chapada",136056,39,2,1,0,Chapada,-25.038807136374057,-50.1679264597116,656.386996197851,0,2256.411842129808,0,1817.588357956859,0,2115.322591147148,0,1.3220745531410831,0.5214883558562455,0.4243740343352565,3488.6153846153848,11.82082919455998,3.6888794541139363,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Jardim Sabara,"Av. Vicente Machado, 2142 - Jardim Sabara",237445,78,2,2,1,Jardim Sabara,-25.047888543535603,-50.17458774697905,327.86238843889873,1,1648.0396906932692,0,968.445790889478,0,1986.3470814438813,0,2.8372000601609457,0.9359389203709652,0.5720693902570381,3044.1666666666665,12.377695508183661,4.3694478524670215,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Apartamento em Uvaranas,"Av. Vicente Machado, 1713 - Uvaranas",64627,60,2,1,1,Uvaranas,-25.088229119115653,-50.127305380640976,122.90744068036707,1,1387.2542302864103,0,776.8881781297048,0,2535.3442203270265,0,4.9861669801051045,1.1403962613943293,0.672380000430339,1077.1166666666666,11.07640303239672,4.110873864173311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Apartamento em Olarias,"Rua Balduino Taques, 1441 - Olarias",111122,53,2,1,1,Olarias,-25.098392127943587,-50.14328204844848,343.31968582593703,2,1615.3970836531123,0,906.3434152657204,0,1379.7224140166377,0,3.2557085371404764,0.9936965700083152,0.5829554040458076,2096.6415094339623,11.618392974903964,3.9889840465642745,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
